;period;start;end;n;missing;start;end;n;log;adjust;lp;;;ntd;nmh;td-derived;;;td-ftest;easter;;;nout;noutao;noutls;nouttc;noutso;td(1);;;td(2);;;td(3);;;td(4);;;td(5);;;td(6);;;out(1);;;out(2);;;out(3);;;out(4);;;out(5);;;out(6);;;out(7);;;out(8);;;out(9);;;out(10);;;out(11);;;out(12);;;out(13);;;out(14);;;out(15);;;out(16);;;out(17);;;out(18);;;out(19);;;out(20);;;out(21);;;out(22);;;out(23);;;out(24);;;out(25);;;out(26);;;;neffectiveobs;np;logvalue;adjustedlogvalue;ssqerr;aic;aicc;bic;bicc;ser;ser-ml;mean;skewness;;;kurtosis;;;dh;lb;lb2;;;seaslb;bp;bp2;seasbp;nudruns;ludruns;nruns;lruns;arima;mean;p;d;q;bp;bd;bq;phi(1);phi(2);phi(3);bphi(1);th(1);th(2);bth(1);seasonality;parameters_cutoff;model_changed;tvar-estimator;tvar-estimate;tvar-pvalue;savar-estimator;savar-estimate;savar-pvalue;svar-estimator;svar-estimate;svar-pvalue;ivar-estimator;ivar-estimate;ivar-pvalue;tscorr-estimator;tscorr-estimate;tscorr-pvalue;ticorr-estimator;ticorr-estimate;ticorr-pvalue;sicorr-estimator;sicorr-estimate;sicorr-pvalue;;;method;cycle;seasonality;irregular;tdh;others;total;logstat;levelstat;fcast-insample-mean;fcast-outsample-mean;fcast-outsample-variance;seas-lin-f;seas-lin-qs;seas-lin-kw;seas-lin-friedman;seas-lin-periodogram;seas-lin-spectralpeaks;seas-si-combined;seas-si-evolutive;seas-si-stable;seas-res-f;seas-res-qs;seas-res-kw;seas-res-friedman;seas-res-periodogram;seas-res-spectralpeaks;seas-res-combined;seas-res-combined3;seas-res-evolutive;seas-res-stable;seas-i-f;seas-i-qs;seas-i-kw;seas-i-periodogram;seas-i-spectralpeaks;seas-i-combined;seas-i-combined3;seas-i-evolutive;seas-i-stable;seas-sa-f;seas-sa-qs;seas-sa-kw;seas-sa-friedman;seas-sa-periodogram;seas-sa-spectralpeaks;seas-sa-combined;seas-sa-combined3;seas-sa-evolutive;seas-sa-stable;seas-sa-ac1;td-sa-all;td-sa-last;td-i-all;td-i-last;td-res-all;td-res-last;ic-ratio-henderson;ic-ratio;msr-global;msr(1);msr(2);msr(3);msr(4);msr(5);msr(6);msr(7);msr(8);msr(9);msr(10);msr(11);msr(12);trendfilter;seasfilter;m1;m2;m3;m4;m5;m6;m7;m8;m9;m10;m11;q;q-m2;definition;;annual totals;;spectral seas peaks;spectral td peaks;normality;;independence;;spectral td peaks;;spectral seas peaks;;number of outliers;;mean;;mse;;q;;q-m2;;seas variance;;irregular variance;;seas/irr cross-correlation;;qs test on sa;;qs test on i;;f-test on sa (seasonal dummies);;f-test on i (seasonal dummies);;combined seasonality test on sa;;combined seasonality test on sa (last 3 years);;combined seasonality test on irregular;;f-test on sa (td);;f-test on i (td);;quality
RF2896;12;2012-01-31;2021-09-30;117;0;2012-01-31;2021-09-30;117;0;;;;;0;0;;;;;;;;1;1;0;0;0;;;;;;;;;;;;;;;;;;;AO (12-2016);158,076282;4,6323;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;116;4;-575,685881688;-575,685881688;136540,546585038;1159,371763376;1159,732123737;1170,386124141;7,19372438;34,760946781;34,308507363;-0,020374;Normal with Mean = 0.0 and Stdev = 0.227429413073671;0,622947;0,0062;Normal with Mean = 3.0 and Stdev = 0.454858826147342;3,304736;0,5029;8,529816;28,492526;Chi2 with 23 degrees of freedom ;21,736756;0,5362;1,588149;25,647515;19,252693;1,399724;-1,553639;5,926423;-1,467083;8,997302;(0,1,1)(0,0,0);1;0;1;1;0;0;0;;;;;-0,927411;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;x13;0,100122558;0,178213331;0,538790376;0;0,162943972;0,980070236;;;0,96320749;0,989261794;0,6880761;0,054774012;0,989253556;0,466036425;0,230637788;0,236663003;--.--.--.--.--.--;None;0,947377093;0,017303832;0,04455495;0,451999441;0,07033222;0,09956881;0,079532649;A-.--.--.a-.--.--;None;None;0,684066639;0,041732787;0,809940994;1;0,996332077;0,874010466;--.--.--.--.--.--;None;None;0,989650158;0,802945705;0,874432138;1;0,998637067;0,984764916;0,90734032;--.--.--.--.--.--;None;None;0,592416233;0,841427801;-0,46342963;0,253323843;0,182716962;0,372790462;0,23676989;0,60952381;0,36245834;6,830357047;12,183529638;5,456699296;6,234504753;9,562096508;8,127888448;6,572899205;3,22746489;5,737807099;6,437914437;5,807721025;2,115058108;7,443016724;4,35940851;5,176916729;23-Henderson;3x5;3;3;2,396259477;0,142919971;3;0,582679718;1,338048092;2,074572606;0,844915781;1,990335129;1,482217453;1,853442464;1,711733106;Good;0;Good;0,008;Good;Good;Uncertain;0,014;Good;0,198;Good;0,461;Good;0,314;Good;0,009;Good;0,989;Good;0,688;Bad;1,853;Bad;1,712;;;;;;;Good;1;Good;1;Good;0,886;Good;0,854;Good;0,866;Good;0,469;Good;0,597;Good;0,183;Good;0,237;Good
RF2899;12;2012-01-31;2021-09-30;117;0;2012-01-31;2021-09-30;117;0;;;;;0;0;;;;;;;;3;0;0;3;0;;;;;;;;;;;;;;;;;;;TC (7-2012);31,989346;5,1927;TC (3-2020);-34,633001;-5,7834;TC (8-2014);-32,084547;-5,3538;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;104;7;-362,185304652;-362,185304652;4905,993106784;738,370609303;739,53727597;756,881345597;4,121767549;7,075390742;6,868261108;0,989991;Normal with Mean = 0.0 and Stdev = 0.2401922307076307;0,121348;0,6134;Normal with Mean = 3.0 and Stdev = 0.4803844614152614;2,541598;0,34;0,847568;14,117173;Chi2 with 22 degrees of freedom ;38,400024;0,0165;0,31297;12,164432;33,678747;0,270637;-0,938474;4,895265;-0,774298;9,175599;(0,1,1)(0,1,1);1;0;1;1;0;1;1;;;;;-0,824541;;-0,99906;1;;;;;;;;;;;;;;;;;;;;;;;;;;x13;0,071098881;0,610942178;0,114364601;0;0,251337848;1,047743508;;;0,228365778;0,548788333;0,909827663;0;0;0,00000037;0;0;at.AT.AT.At.aT.At;Present;0,305256183;0;0,050918287;0,855144224;0,032172821;0,018929089;0,044435525;--.At.A-.--.At.--;None;None;0,042223968;0,057596147;0,713877529;1;0,980568563;0,789923117;a-.--.--.--.--.--;None;None;0,365773277;0,718551601;0,863892131;1;0,996415206;0,982069729;0,940460593;--.--.--.--.--.--;None;None;0,027656583;0,814044076;-0,383550351;0,065229014;0,083744936;0,227595759;0,152572945;0,303230838;0,412365836;5,262106636;5,326188689;5,108462062;7,053182387;7,25997431;4,442177963;5,11675211;6,540253335;6,819937634;2,166163325;5,851019432;1,753676473;11,312223305;4,897416716;4,632304758;13 terms Henderson moving average;3x5;0,847251404;0,658112227;1,174657788;0,657431865;1,773705494;0,443384825;0,353505888;0,510594315;0,407999479;0,498216501;0,442788097;0,732196709;0,741353219;Good;0;Good;0,001;Good;Good;Good;0,655;Good;0,897;Good;0,194;Good;0,505;Good;0,026;Good;0,549;Good;0,91;Good;0,732;Good;0,741;;;;;;;Good;1;Good;1;Good;0,926;Good;0,611;Good;0,509;Good;0,297;Good;0,865;Good;0,084;Good;0,153;Good
RF2910;12;2012-01-31;2021-09-30;117;0;2012-01-31;2021-09-30;117;0;;Leap year;8,311802;1,7755;7;0;td-derived;-3,396378;-2,2489;0,000123607;;;;2;1;0;1;0;Monday;1,813912;1,1955;Tuesday;4,225886;2,7693;Wednesday;-2,055497;-1,3503;Thursday;-1,215646;-0,7964;Friday;2,956472;1,9171;Saturday;-2,328748;-1,5646;TC (4-2020);-107,955635;-12,3246;AO (3-2020);-59,500848;-7,5809;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;105;13;-368,470329011;-368,470329011;5267,706413653;762,940658022;766,940658022;797,442142574;4,447271164;7,526088257;7,082981894;-0,189152;Normal with Mean = 0.0 and Stdev = 0.23904572186687872;-0,002905;0,9903;Normal with Mean = 3.0 and Stdev = 0.47809144373375745;2,392741;0,204;1,204854;23,732602;Chi2 with 21 degrees of freedom ;21,589838;0,4235;1,902944;20,216565;17,960995;1,653961;-0,856089;4,154123;-0,089731;22,250934;(2,0,0)(0,1,1);0;2;0;0;0;1;1;-0,575509;-0,351606;;;;;-0,999999;1;;;;;;;;;;;;;;;;;;;;;;;;;;x13;0,09991069;0,628654139;0,027445842;0,012353939;0,294474834;1,062839444;;;0,67036251;0,106660772;0,03685779;0;0;0,000000148;0;0;AT.AT.AT.AT.AT.aT;Present;0,621830664;0;0,623918258;0,386172186;0,700925911;0,648499112;0,599379025;-t.--.--.--.A-.--;None;None;0,092100075;0,606049018;0,963317207;0,988460873;0,996814554;0,939817574;--.--.--.--.--.--;None;None;0,958376023;0,956263881;0,982845596;1;0,999999759;0,947298563;0,929754687;--.--.--.--.--.--;None;None;0,102845909;0,999132827;-0,354229754;0,952160508;0,710558157;0,999536833;0,996980776;0,986843889;0,933460992;2,947278604;3,288577994;4,391469305;4,26802578;9,184351906;4,821086803;4,854278027;5,659245788;5,702842556;4,280649485;3,145013289;3,528353182;2,738304479;4,063116697;5,741279311;13 terms Henderson moving average;3x5;0,201316265;0,170948225;0,607402842;0,114335976;0,602785939;0,156587722;0,167701765;0,296066153;0,208092198;0,378002704;0,359659998;0,285772229;0,29996396;Good;0;Good;0,005;Good;Good;Good;0,547;Good;0,306;Good;0,479;Good;0,505;Good;0,017;Good;0,107;Uncertain;0,037;Good;0,286;Good;0,3;;;;;;;Good;1;Good;1;Good;0,994;Good;0,984;Good;0,577;Good;0,478;Good;0,911;Good;0,711;Good;0,997;Good
RF2920;12;2012-01-31;2021-09-30;117;0;2012-01-31;2021-09-30;117;0;;Leap year;2,406651;0,7371;7;0;td-derived;-3,328821;-3,2624;0;;;;4;1;0;3;0;Monday;2,521595;2,4996;Tuesday;-0,134672;-0,1305;Wednesday;2,207829;2,1626;Thursday;1,794641;1,6998;Friday;-1,16251;-1,0792;Saturday;-1,898061;-1,8753;TC (3-2020);-61,154914;-10,8606;AO (4-2020);-43,793265;-8,7845;TC (2-2019);22,110232;4,1375;TC (4-2016);20,390683;3,8028;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;104;14;-328,224780141;-328,224780141;2896,553805414;684,449560281;689,168661405;721,471032869;3,90743493;5,641831405;5,277450037;1,347628;Normal with Mean = 0.0 and Stdev = 0.2401922307076307;-0,113683;0,636;Normal with Mean = 3.0 and Stdev = 0.4803844614152614;3,715083;0,1366;4,249117;22,452044;Chi2 with 22 degrees of freedom ;25,626028;0,2681;0,985278;18,96913;22,307324;0,855147;-0,234619;4,749078;-1,770548;12,223059;(0,1,1)(0,1,1);0;0;1;1;0;1;1;;;;;-0,351119;;-0,855438;1;;;;;;;;;;;;;;;;;;;;;;;;;;x13;0,051822092;0,725812762;0,015935788;0,019104235;0,217959829;1,030634706;;;0,201996234;0,909302172;0,391796505;0;0;0,000000001;0;0;At.AT.AT.At.AT.AT;Present;0,107992193;0;0,547587145;0,611011768;0,698705192;0,695980636;0,505960618;--.--.a-.--.--.--;None;None;0,826380694;0,560528305;0,884640726;1;0,999594348;0,906770221;--.--.--.--.--.--;None;None;0,803946347;0,874205606;0,992105534;1;0,999996706;0,990949866;0,991737515;--.--.--.--.--.--;None;None;0,422004779;0,997059489;-0,252133385;0,977559148;0,952500657;0,99750143;0,967119621;0,991131949;0,992447081;3,261377451;3,426139884;5,133903336;13,440320925;5,785777727;4,483464149;3,70393328;4,87010685;7,737524831;2,431915645;4,36565022;11,753573241;4,883914221;2,541183665;8,686728606;13 terms Henderson moving average;3x5;0,10602653;0,111652331;0,617013807;0,142919971;0,651250682;0,453561335;0,134917544;0,201152888;0,105619639;0,205067639;0,188545957;0,274516875;0,2946462;Good;0;Good;0,005;Good;Good;Good;0,119;Good;0,433;Good;0,138;Good;0,269;Uncertain;0,034;Good;0,909;Good;0,392;Good;0,275;Good;0,295;;;;;;;Good;1;Good;1;Good;0,972;Good;0,764;Good;0,893;Good;0,711;Good;0,962;Good;0,953;Good;0,967;Good
RF2931;12;2012-01-31;2021-09-30;117;0;2012-01-31;2021-09-30;117;0;;Leap year;4,006926;1,0099;7;1;td-derived;-3,185624;-2,5498;0,000069859;Easter [15];-7,878314;-2,9751;2;1;0;1;0;Monday;3,084769;2,4445;Tuesday;0,589027;0,4552;Wednesday;-1,12399;-0,8878;Thursday;2,094497;1,6386;Friday;1,185457;0,9129;Saturday;-2,644135;-2,123;TC (4-2020);-101,199514;-12,6225;AO (3-2020);-47,727474;-6,6784;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;104;13;-354,012824451;-354,012824451;4992,056575367;734,025648903;738,070093347;768,402730591;4,407103602;7,36623951;6,92824249;-0,090929;Normal with Mean = 0.0 and Stdev = 0.2401922307076307;-0,083444;0,7283;Normal with Mean = 3.0 and Stdev = 0.4803844614152614;3,061025;0,8989;0,542705;27,67706;Chi2 with 22 degrees of freedom ;12,391744;0,9488;0,242312;23,948574;11,031958;0,210308;-0,703856;5,295074;-0,576928;7,996576;(0,1,1)(0,1,1);0;0;1;1;0;1;1;;;;;-0,32591;;-0,757301;1;;;;;;;;;;;;;;;;;;;;;;;;;;x13;0,190453215;0,470143003;0,042163463;0,024487732;0,508815538;1,236062951;;;0,154591077;0,001037939;0,000026251;0;0;0,000000094;0;0;At.AT.AT.At.AT.AT;Present;0,579595514;0;0,684386299;0,885895774;0,594112671;0,847906835;0,816420282;--.--.--.--.a-.--;None;None;0,344078119;0,662643462;0,999342581;1;0,999987357;0,999164479;--.--.--.--.--.--;None;None;0,721831297;0,999186702;0,999914808;1;0,999444497;0,99968369;0,999854253;--.--.--.--.--.--;None;None;0,83056529;0,999843735;-0,250011235;0,735769319;0,725369506;0,999913923;0,997138701;0,871116883;0,80661946;3,749878475;3,657151604;5,323111761;5,756873541;4,548758268;5,113434528;4,224324211;2,987479338;7,330356652;6,889037148;5,541119356;6,110941962;2,78526118;7,027225283;9,317260956;13 terms Henderson moving average;3x9;0,409825616;0,83214569;0,843736084;0,228671953;0,624272116;0,529244704;0,22985176;0,225659579;0,218506788;0,265390071;0,264411675;0,441681019;0,38731252;Good;0;Good;0,003;Good;Good;Good;0,762;Good;0,187;Good;0,224;Uncertain;0,012;Good;0,017;Bad;0,001;Bad;0;Good;0,442;Good;0,387;;;;;;;Good;1;Good;1;Good;0,998;Good;0,987;Good;0,55;Good;0,291;Good;0,906;Good;0,725;Good;0,997;Good
RF2932;12;2012-01-31;2021-09-30;117;0;2012-01-31;2021-09-30;117;0;;Leap year;2,869791;1,2452;7;1;td-derived;-3,754881;-5,5051;0;Easter [8];-4,265688;-3,1589;2;1;0;1;0;Monday;2,340905;3,4081;Tuesday;1,901156;2,6876;Wednesday;-0,28647;-0,4026;Thursday;0,660351;0,9216;Friday;1,332836;1,8285;Saturday;-2,193897;-3,1899;TC (4-2020);-87,333539;-14,0555;AO (3-2020);-43,174964;-8,6678;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;104;12;-318,447229655;-318,447229655;2689,091337146;660,894459309;664,323030738;692,627150099;3,743801376;5,377263302;5,084943212;-0,469162;Normal with Mean = 0.0 and Stdev = 0.2401922307076307;-0,240191;0,3173;Normal with Mean = 3.0 and Stdev = 0.4803844614152614;3,055982;0,9072;1,210502;24,216448;Chi2 with 23 degrees of freedom ;15,164141;0,8887;0,151838;21,018573;13,29242;0,131784;-1,407711;23084,359185;1,022923;9,869141;(0,1,0)(0,1,1);0;0;1;0;0;1;1;;;;;;;-0,502244;1;;;;;;;;;;;;;;;;;;;;;;;;;;x13;0,114914603;0,542973406;0,017815499;0,026068096;0,423334897;1,125106502;;;0,723370428;0,04069434;0,000019317;0;0;0,000000016;0;0;AT.AT.AT.At.AT.AT;Present;0,326253289;0;0,680484184;0,926891288;0,800006032;0,614792021;0,617549606;-t.--.--.--.--.--;None;None;0,406817336;0,684906997;0,99666611;1;0,999778967;0,996972336;--.--.--.--.--.--;None;None;0,511250469;0,996239488;0,998519192;1;0,999995249;0,997916848;0,997588286;--.--.--.--.--.--;None;None;0,322971021;0,999869682;-0,189290169;0,962639107;0,760764074;0,883134559;0,879204471;0,82369166;0,728836084;2,70405608;2,597551581;4,0491817;10,547085976;4,478585303;6,528555258;2,020917213;5,527469486;3,110786345;3,221316429;4,386798748;6,116011166;2,305827105;4,368159624;3,819441208;13 terms Henderson moving average;3x5;0,223074263;0,283827126;0,558630265;0,057167988;0,439106265;0,01967268;0,184578658;0,381679517;0,329574317;0,518373246;0,509388616;0,288356234;0,288916011;Good;0;Good;0,003;Good;Good;Good;0,546;Good;0,392;Good;0,684;Good;0,148;Good;0,017;Uncertain;0,041;Bad;0;Good;0,288;Good;0,289;;;;;;;Good;1;Good;1;Good;1;Good;1;Good;0,543;Good;0,424;Good;0,924;Good;0,761;Good;0,879;Good
RF3011;12;2012-01-31;2021-09-30;117;0;2012-01-31;2021-09-30;117;0;;;;;0;0;;;;;;;;5;4;0;1;0;;;;;;;;;;;;;;;;;;;AO (4-2020);-64,781983;-6,8738;AO (8-2012);56,977002;5,3832;TC (3-2020);-45,375934;-5,3704;AO (6-2018);34,255297;4,033;AO (5-2019);33,244857;3,8826;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;104;8;-397,533437871;-397,533437871;12500,137931237;811,066875743;812,582665217;832,222002936;5,101707292;11,351977861;10,963285728;0,205296;Normal with Mean = 0.0 and Stdev = 0.2401922307076307;-0,088678;0,712;Normal with Mean = 3.0 and Stdev = 0.4803844614152614;2,980263;0,9672;0,347675;15,885648;Chi2 with 22 degrees of freedom ;22,319381;0,441;0,098386;14,047586;19,755279;0,085392;-0,938474;2,06883;0;7,076923;(0,1,1)(0,1,1);0;0;1;1;0;1;1;;;;;-0,735479;;-0,291762;1;;;;;;;;;;;;;;;;;;;;;;;;;;x13;0,055074489;0,76371832;0,084036209;0;0,265347931;1,168176948;;;0,30634957;0,164669858;0,155216204;0;0;0,000159454;0;0;At.AT.AT.At.At.-t;Present;0,000139079;0;0,680982522;0,951997204;0,715185215;0,673219777;0,760056614;--.--.--.--.--.--;None;None;0,063929228;0,671480777;0,902054704;0,672358238;0,999359115;0,892307167;--.--.--.--.--.--;None;None;0,318401382;0,896165654;0,94363211;0,409948598;0,999946708;0,897755944;0,904474445;--.--.--.--.--.--;None;None;0,504291928;0,929152341;-0,429535368;0,467153382;0,266777301;0,524942427;0,163572829;0,311427888;0,119903137;6,210826002;8,648330994;3,245609482;2,797665276;4,187516757;1,588563431;4,344386789;4,889416673;6,927467731;3,97023369;2,126052532;4,353268686;2,749516589;4,122265247;2,591807466;23-Henderson;3x5;0,594612227;0,550340972;1,360187919;0,571679882;1,729895643;0,301756207;0,438222008;0,575518758;0,453154807;0,789523893;0,759772942;0,735075038;0,757907338;Good;0;Good;0,001;Good;Bad;Good;0,84;Good;0,822;Good;0,406;Good;0,34;Uncertain;0,043;Good;0,165;Good;0,155;Good;0,735;Good;0,758;;;;;;;Good;0,41;Good;0,409;Good;0,805;Good;0,798;Good;0,753;Good;0,898;Good;0,759;Good;0,267;Good;0,164;Good
RF3012;12;2012-01-31;2021-09-30;117;0;2012-01-31;2021-09-30;117;0;;;;;0;0;;;;;;;;3;2;1;0;0;;;;;;;;;;;;;;;;;;;AO (4-2020);-79,411681;-11,305;LS (3-2020);-63,0912;-10,8667;AO (8-2020);47,947111;6,95;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;104;6;-389,226716603;-389,226716603;10786,820191556;790,453433206;791,319412587;806,319778601;4,86497744;10,438284328;10,184273411;0,011299;Normal with Mean = 0.0 and Stdev = 0.2401922307076307;0,194253;0,4187;Normal with Mean = 3.0 and Stdev = 0.4803844614152614;2,763896;0,6231;0,808513;27,106718;Chi2 with 23 degrees of freedom ;25,897592;0,3057;0;22,750455;22,480631;0;0,703856;2,715574;-0,587655;4,13329;(0,1,1)(0,1,0);1;0;1;1;0;1;0;;;;;-0,662776;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;x13;0,023270057;0,62874984;0,021735057;0;0,414096986;1,08785194;;;0,977692495;0,009873043;0,007324143;0;0;0,000082913;0;0;At.AT.AT.At.AT.AT;Present;0,027385096;0;0,995317479;1;0,991537663;0,999112217;0,997365423;--.--.--.--.--.--;None;None;0,002897511;0,99490411;0,648167309;0,031917673;0,992774667;0,823531188;--.--.--.--.--.--;None;None;0,290323727;0,640467331;0,851676085;0,032547399;0,999994114;0,786491344;0,747783242;--.--.--.--.--.--;None;None;0,001821471;0,903275979;-0,488780118;0,000011864;0,000208804;0,000755889;0,002856697;0,000295856;0,000975047;4,795247867;4,827482605;3,029693668;5,758473756;3,916904105;2,164456509;2,848827953;4,562022356;2,610562234;3,149904438;1,426564836;7,717504447;3,997500036;2,214619411;3,943175723;13 terms Henderson moving average;3x5;0,244578435;0,262056418;1,031694072;0,314423935;0,917863319;0,388122533;0,219162942;0,381019122;0,284396123;0,468298;0,4604563;0,450834339;0,477119873;Good;0;Good;0,001;Bad;Good;Good;0,667;Good;0,251;Bad;0,01;Good;0,582;Good;0,026;Bad;0,01;Bad;0,007;Good;0,451;Good;0,477;;;;;;;Uncertain;0,033;Uncertain;0,023;Good;0,805;Good;0,723;Good;0,173;Good;0,453;Good;0,167;Severe;0;Bad;0,003;Severe
RF3020;12;2012-01-31;2021-09-30;117;0;2012-01-31;2021-09-30;117;0;;Leap year;3,288923;1,0952;7;0;td-derived;-3,101576;-3,1016;0;;;;4;2;1;1;0;Monday;0,987375;0,9707;Tuesday;1,159403;1,1366;Wednesday;1,320053;1,2899;Thursday;1,366059;1,314;Friday;2,144171;2,0644;Saturday;-3,875485;-3,9169;TC (3-2020);-68,182057;-9,5259;AO (3-2020);39,051535;5,4574;AO (5-2018);-20,257953;-4,3598;LS (6-2020);17,299891;4,0111;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;104;14;-322,437374956;-322,437374956;2876,677094279;672,874749913;677,593851036;709,896222501;3,900549084;5,622440413;5,259311426;-0,227534;Normal with Mean = 0.0 and Stdev = 0.2401922307076307;-0,225555;0,3477;Normal with Mean = 3.0 and Stdev = 0.4803844614152614;3,271558;0,5719;1,726455;13,977493;Chi2 with 22 degrees of freedom ;13,82869;0,9074;0,194768;12,190937;12,243821;0,168759;0,469237;1,955916;-0,390506;8,180647;(0,1,1)(0,1,1);0;0;1;1;0;1;1;;;;;-0,620704;;-0,530479;1;;;;;;;;;;;;;;;;;;;;;;;;;;x13;0,037583743;0,796709591;0,024755635;0,032822235;0,166102769;1,057973973;;;0,289152321;0,001546171;0,026850679;0;0;0;0;0;At.AT.AT.At.AT.AT;Present;0,384506042;0;0,77483288;0,907207728;0,634506551;0,728718843;0,769737199;--.--.--.A-.--.--;None;None;0,166463554;0,754951478;0,993477116;1;0,999999233;0,999615851;a-.--.--.--.--.--;None;None;0,238301371;0,992856185;0,998680325;1;0,99999372;0,999117253;0,999712225;--.--.--.--.--.--;None;None;0,018302989;0,998381615;-0,44735133;0,964470614;0,747404667;0,999886;0,993480561;0,996584275;0,985516391;5,824059777;8,075992074;4,01181243;2,525893486;5,44009431;7,893048148;6,906583611;2,112560724;3,709037094;4,141212826;1,521849908;5,302264143;3,807375899;3,865435664;4,695036141;23-Henderson;3x5;0,168034071;0,17450471;1,861409714;0,200087959;1,392674947;0,004724972;0,155699416;0,295754888;0,228299342;0,322421475;0,284205696;0,480788452;0,518643746;Good;0;Good;0,004;Bad;Good;Good;0,422;Good;0,902;Good;0,434;Good;0,577;Uncertain;0,034;Bad;0,002;Uncertain;0,027;Good;0,481;Good;0,519;;;;;;;Good;1;Good;1;Good;1;Good;0,999;Good;0,496;Good;0,438;Good;0,907;Good;0,747;Good;0,993;Good
RF3030;12;2012-01-31;2021-09-30;117;0;2012-01-31;2021-09-30;117;0;;Leap year;-5,408081;-1,4787;7;1;td-derived;-3,552266;-2,9585;0,00000017;Easter [1];-9,258952;-4,2295;1;0;1;0;0;Monday;2,800348;2,3328;Tuesday;0,777095;0,6359;Wednesday;1,085292;0,8975;Thursday;0,134446;0,1069;Friday;2,294367;1,8164;Saturday;-3,539282;-2,9746;LS (3-2020);-45,781072;-16,0461;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;105;13;-345,581964736;-345,581964736;4169,636870949;717,163929473;721,163929473;751,665414025;4,213505062;6,695879708;6,301652747;0,659204;Normal with Mean = 0.0 and Stdev = 0.23904572186687872;0,094373;0,693;Normal with Mean = 3.0 and Stdev = 0.47809144373375745;2,743414;0,5915;0,202296;27,116014;Chi2 with 22 degrees of freedom ;15,916435;0,82;0,028091;23,417168;13,548525;0,02231;0,544784;1,627589;0,295149;22,710138;(0,0,1)(0,1,1);1;0;0;1;0;1;1;;;;;0,435755;;-0,643233;1;;;;;;;;;;;;;;;;;;;;;;;;;;x13;0,016366;0,283343969;0,039145513;0,031538688;0,634202542;1,004596712;;;0,399210613;0,555394825;0,138676857;0;0;0,000000002;0;0;AT.AT.AT.At.AT.AT;Present;0,549111786;0;0,857659307;0,986052505;0,802625405;0,636090588;0,557430982;--.--.--.a-.--.-T;None;None;0,216832728;0,887994259;0,997991179;1;0,999964787;0,994479991;--.--.--.--.--.--;None;None;0,684202421;0,998023305;0,998858593;1;0,999760083;0,995529593;0,998289084;--.--.--.--.--.--;None;None;0,27866317;0,999592885;-0,198624776;0,895345414;0,889774455;0,820072217;0,786488359;0,997711761;0,988720803;4,767131729;8,835270662;4,858498601;4,50084844;5,102350141;4,776661136;5,659534584;3,464502461;4,716484795;2,5238441;5,156627211;6,888500303;5,050714321;3,586643215;9,248294914;23-Henderson;3x5;0,919906973;3;1,699219588;0,571679882;3;0,34339944;0,328024656;0,635675493;0,492849334;0,899908188;0,857150164;1,210310501;0,989112922;Good;0;Good;0,006;Good;Good;Good;0,904;Good;0,207;Good;0,151;Uncertain;0,081;Good;0,009;Good;0,555;Good;0,139;Bad;1,21;Good;0,989;;;;;;;Good;1;Good;1;Good;0,998;Good;0,997;Good;0,844;Good;0,505;Good;0,998;Good;0,89;Good;0,786;Good
