;period;start;end;n;missing;start;end;n;log;adjust;lp;;;ntd;nmh;td-derived;;;td-ftest;easter;;;nout;noutao;noutls;nouttc;noutso;td(1);;;td(2);;;td(3);;;td(4);;;td(5);;;td(6);;;out(1);;;out(2);;;out(3);;;out(4);;;out(5);;;out(6);;;out(7);;;out(8);;;out(9);;;out(10);;;out(11);;;out(12);;;out(13);;;out(14);;;out(15);;;out(16);;;out(17);;;out(18);;;out(19);;;out(20);;;out(21);;;out(22);;;out(23);;;out(24);;;out(25);;;out(26);;;;neffectiveobs;np;logvalue;adjustedlogvalue;ssqerr;aic;aicc;bic;bicc;ser;ser-ml;mean;skewness;;;kurtosis;;;dh;lb;lb2;;;seaslb;bp;bp2;seasbp;nudruns;ludruns;nruns;lruns;arima;mean;p;d;q;bp;bd;bq;phi(1);phi(2);phi(3);bphi(1);th(1);th(2);bth(1);seasonality;parameters_cutoff;model_changed;tvar-estimator;tvar-estimate;tvar-pvalue;savar-estimator;savar-estimate;savar-pvalue;svar-estimator;svar-estimate;svar-pvalue;ivar-estimator;ivar-estimate;ivar-pvalue;tscorr-estimator;tscorr-estimate;tscorr-pvalue;ticorr-estimator;ticorr-estimate;ticorr-pvalue;sicorr-estimator;sicorr-estimate;sicorr-pvalue;;;method;cycle;seasonality;irregular;tdh;others;total;logstat;levelstat;fcast-insample-mean;fcast-outsample-mean;fcast-outsample-variance;seas-lin-f;seas-lin-qs;seas-lin-kw;seas-lin-friedman;seas-lin-periodogram;seas-lin-spectralpeaks;seas-si-combined;seas-si-evolutive;seas-si-stable;seas-res-f;seas-res-qs;seas-res-kw;seas-res-friedman;seas-res-periodogram;seas-res-spectralpeaks;seas-res-combined;seas-res-combined3;seas-res-evolutive;seas-res-stable;seas-i-f;seas-i-qs;seas-i-kw;seas-i-periodogram;seas-i-spectralpeaks;seas-i-combined;seas-i-combined3;seas-i-evolutive;seas-i-stable;seas-sa-f;seas-sa-qs;seas-sa-kw;seas-sa-friedman;seas-sa-periodogram;seas-sa-spectralpeaks;seas-sa-combined;seas-sa-combined3;seas-sa-evolutive;seas-sa-stable;seas-sa-ac1;td-sa-all;td-sa-last;td-i-all;td-i-last;td-res-all;td-res-last;ic-ratio-henderson;ic-ratio;msr-global;msr(1);msr(2);msr(3);msr(4);msr(5);msr(6);msr(7);msr(8);msr(9);msr(10);msr(11);msr(12);trendfilter;seasfilter;m1;m2;m3;m4;m5;m6;m7;m8;m9;m10;m11;q;q-m2;definition;;annual totals;;spectral seas peaks;spectral td peaks;normality;;independence;;spectral td peaks;;spectral seas peaks;;number of outliers;;mean;;mse;;q;;q-m2;;seas variance;;irregular variance;;seas/irr cross-correlation;;qs test on sa;;qs test on i;;f-test on sa (seasonal dummies);;f-test on i (seasonal dummies);;combined seasonality test on sa;;combined seasonality test on sa (last 3 years);;combined seasonality test on irregular;;f-test on sa (td);;f-test on i (td);;quality
RF2511;12;2012-01-31;2021-09-30;117;0;2012-01-31;2021-09-30;117;0;;Leap year;-1,116931;-0,387;7;0;td-derived;-3,116291;-3,3582;0,000000011;;;;2;1;0;1;0;Monday;1,962139;2,1306;Tuesday;0,857016;0,9144;Wednesday;1,929057;2,0875;Thursday;-1,335376;-1,4174;Friday;1,593308;1,6516;Saturday;-1,889853;-2,056;TC (3-2020);-41,68365;-8,5388;AO (4-2020);-23,592308;-5,2822;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;104;12;-315,684071963;-315,684071963;2026,307208256;655,368143926;658,796715354;687,100834715;3,46081306;4,667788508;4,414037059;0,871246;Normal with Mean = 0.0 and Stdev = 0.2401922307076307;-0,252224;0,2937;Normal with Mean = 3.0 and Stdev = 0.4803844614152614;2,810492;0,6932;1,317805;25,874011;Chi2 with 22 degrees of freedom ;22,004085;0,4596;0;23,108121;19,069807;0;0;2,734884;-0,302224;3,683455;(0,1,1)(0,1,1);0;0;1;1;0;1;1;;;;;-0,409011;;-1;1;;;;;;;;;;;;;;;;;;;;;;;;;;x13;0,078221067;0,789089538;0,028868177;0,020420762;0,142740637;1,059340182;;;0,144377218;0,418628871;0,079067509;0;0;0;0;0;At.AT.AT.At.AT.AT;Present;0,260816069;0;0,753290506;1;0,626816197;0,462794143;0,748858924;--.--.--.--.--.--;None;None;0,147344541;0,736253096;0,844513256;1;0,99986579;0,808752321;--.--.--.-t.--.--;None;None;0,077916199;0,832935969;0,921488632;1;0,99998227;0,991598968;0,758573811;--.--.--.-t.--.--;None;None;0,313474761;0,983837771;-0,260138899;0,980285068;0,982419783;0,999531501;0,999036878;0,99641411;0,996207898;3,726134706;3,779924688;4,635989719;4,785110881;2,804794521;2,769025521;5,035983625;5,563299631;7,501146659;7,744644968;2,210272743;2,794388907;4,368074792;12,571679628;8,95336792;13 terms Henderson moving average;3x5;0,167463356;0,11921364;0,676934302;0,400175918;0,703948656;0,254395887;0,162609236;0,260369064;0,215342246;0,277086254;0,250660081;0,316120588;0,340457402;Good;0;Good;0,003;Bad;Good;Good;0,517;Good;0,257;Good;0,951;Good;0,236;Good;0,017;Good;0,419;Uncertain;0,079;Good;0,316;Good;0,34;;;;;;;Good;1;Good;1;Good;0,707;Good;0,752;Good;0,5;Good;0,728;Good;0,612;Good;0,982;Good;0,999;Good
RF2512;12;2012-01-31;2021-09-30;117;0;2012-01-31;2021-09-30;117;0;;Leap year;-0,51051;-0,1272;7;0;td-derived;-3,060268;-2,3199;0,000009051;;;;2;1;0;1;0;Monday;2,002316;1,5207;Tuesday;3,296439;2,4346;Wednesday;-0,393341;-0,2885;Thursday;0,245197;0,1807;Friday;-0,402528;-0,2922;Saturday;-1,687815;-1,2845;AO (4-2020);-42,161673;-6,2168;TC (3-2020);-51,884777;-7,5509;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;104;12;-353,959749975;-353,959749975;5185,589901168;731,919499949;735,348071378;763,652190739;4,400481639;7,467197011;7,061263439;0,864743;Normal with Mean = 0.0 and Stdev = 0.2401922307076307;0,206496;0,3899;Normal with Mean = 3.0 and Stdev = 0.4803844614152614;2,648237;0,464;1,216075;21,460692;Chi2 with 22 degrees of freedom ;25,478788;0,2747;0,013796;18,906579;21,069827;0,011974;-0,469237;1,218314;-0,954475;5,214213;(0,1,1)(0,1,1);0;0;1;1;0;1;1;;;;;-0,529429;;-0,622819;1;;;;;;;;;;;;;;;;;;;;;;;;;;x13;0,041816849;0,815129862;0,023707346;0,014646127;0,13229167;1,027591853;;;0,462034299;0,577456892;0,602454459;0;0;0,000000002;0;0;At.AT.AT.At.AT.AT;Present;0,010462028;0;0,522797328;0,993125531;0,439035625;0,406985799;0,603909021;--.--.--.A-.--.--;None;None;0,786345704;0,505132502;0,963940271;1;0,999915147;0,947408833;--.--.--.--.--.--;None;None;0,193414281;0,960231897;0,983774544;1;0,999983831;0,952784316;0,928226499;--.--.--.--.--.--;None;None;0,072419748;0,999725998;-0,300792469;0,866447168;0,975264375;0,999991029;0,997524993;0,998125533;0,999814393;3,546076842;4,069736891;4,05458676;4,826780402;5,862928832;6,945055863;10,160564155;4,246124728;2,73982372;1,786638289;2,277069726;6,666355462;3,172835545;4,708786086;6,458785329;13 terms Henderson moving average;3x5;0,183280632;0,128989143;0,781757832;0,400175918;0,814592656;0,021834704;0,186034272;0,281212451;0,223070354;0,355697578;0,352999071;0,33162922;0,356674622;Good;0;Good;0,003;Good;Good;Good;0,544;Good;0,492;Good;0,314;Good;0,203;Good;0,017;Good;0,577;Good;0,602;Good;0,332;Good;0,357;;;;;;;Good;1;Good;1;Good;0,98;Good;0,977;Good;0,509;Good;0,645;Good;0,653;Good;0,975;Good;0,998;Good
RF2521;12;2012-01-31;2021-09-30;117;0;2012-01-31;2021-09-30;117;0;;Leap year;3,589446;1,1523;7;0;td-derived;-2,197415;-2,2839;0;;;;2;1;0;1;0;Monday;1,049216;1,1021;Tuesday;2,211133;2,2335;Wednesday;0,637996;0,651;Thursday;-0,924509;-0,9239;Friday;3,387458;3,3059;Saturday;-4,163878;-4,3206;AO (4-2020);-28,331496;-5,7965;TC (3-2020);-23,250153;-4,0214;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;105;12;-329,277391699;-329,277391699;2927,223411596;682,554783399;685,946087746;714,4023076;3,815407012;5,580383015;5,279992254;1,189254;Normal with Mean = 0.0 and Stdev = 0.23904572186687872;0,257904;0,2806;Normal with Mean = 3.0 and Stdev = 0.47809144373375745;2,432701;0,2354;3,316007;19,208999;Chi2 with 22 degrees of freedom ;15,671695;0,8318;0,004193;16,575291;13,405513;0;-0,622611;3,771751;-1,47014;9,366549;(1,0,0)(0,1,1);0;1;0;0;0;1;1;-0,63472;;;;;;-0,768521;1;;;;;;;;;;;;;;;;;;;;;;;;;;x13;0,036321539;0,755857855;0,032485364;0,026054569;0,06780697;0,918526298;;;0,871930956;0,000601617;0,14363651;0;0;0;0;0;A-.AT.AT.AT.AT.AT;Present;0,960856381;0;0,88020973;1;0,856849817;0,352190954;0,568706619;--.--.a-.--.--.--;None;None;0,632751808;0,899204132;0,700142855;1;0,996940165;0,595847121;--.--.--.--.At.--;None;None;0,259987137;0,689186257;0,744714686;1;0,999127812;0,361718955;0,253720465;--.--.--.--.At.--;None;None;0,350988105;0,920502804;-0,278963551;0,989429369;0,898909222;0,9888881;0,946571929;0,973480581;0,882822672;3,681414814;4,428573754;4,480638162;6,48056459;4,640006548;2,775120712;7,246417519;3,674184247;5,258828284;4,271381331;4,224592647;4,484881436;5,972914724;6,021733569;2,233911459;13 terms Henderson moving average;3x5;0,187702455;0,185755458;0,877338504;0,657431865;0,905468658;0,192255265;0,147368511;0,277576429;0,165941727;0,306733724;0,291212445;0,379849274;0,403838397;Good;0;Good;0,003;Good;Good;Good;0,191;Good;0,632;Uncertain;0,09;Uncertain;0,077;Good;0,017;Bad;0,001;Good;0,144;Good;0,38;Good;0,404;;;;;;;Good;1;Good;1;Good;0,284;Good;0,423;Good;0,646;Good;0,372;Good;0,586;Good;0,899;Good;0,947;Good
RF2529;12;2012-01-31;2021-09-30;117;0;2012-01-31;2021-09-30;117;1;;;;;0;1;;;;;Easter [8];-0,097219;-2,1183;1;0;0;1;0;;;;;;;;;;;;;;;;;;;TC (6-2020);0,332704;3,8146;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;104;5;72,718723201;-396,223333595;1,413891339;802,44666719;803,058912088;815,668621686;-4,119414762;0,118907163;0,116598066;-0,262972;Normal with Mean = 0.0 and Stdev = 0.2401922307076307;0,043097;0,8576;Normal with Mean = 3.0 and Stdev = 0.4803844614152614;3,047723;0,9209;0,441582;19,902586;Chi2 with 22 degrees of freedom ;30,465391;0,1076;0,109451;17,063396;26,16677;0;-1,407711;6,945494;0,398089;5,561439;(0,1,1)(0,1,1);0;0;1;1;0;1;1;;;;;-0,818221;;-0,593176;1;;;;;;;;;;;;;;;;;;;;;;;;;;x13;0,059552585;0,699118736;0,14994074;0,008365409;0,048931651;0,965909121;;;0,695467183;0,65514487;0,147737469;0;0;0,000000581;0,000000001;0;--.AT.AT.--.AT.--;Present;0,846091266;0;0,254721921;1;0,405645591;0,77039857;0,348587958;A-.--.--.--.--.--;None;None;0,596275694;0,238637724;0,999376366;1;0,999907615;0,999021186;--.--.--.--.--.--;None;None;0,318317153;0,999324677;0,999675183;1;0,999969718;0,998583985;0,999818571;--.--.--.--.--.--;None;None;0,329931251;0,999310274;-0,406576739;0,007956113;0,032376858;0,02260565;0,064848029;0,069762057;0,096902464;6,144491723;11,998430991;4,523923034;3,399156276;5,709130643;5,608760438;6,111683123;5,649438508;7,546602128;3,084800023;3,234581533;6,373088171;8,497326927;7,336328886;1,864008391;23-Henderson;3x5;1,343344802;1,059375051;2,489303462;0,571679882;3;0,209569214;0,430099166;0,898582246;0,738468094;1,090372607;1,06104026;1,174555282;1,188791041;Good;0;Good;0,009;Bad;Good;Good;0,802;Good;0,589;Good;0,118;Good;0,437;Good;0,009;Good;0,655;Good;0,148;Bad;1,175;Bad;1,189;;;;;;;Good;1;Good;1;Good;1;Good;1;Good;0,973;Good;0,837;Good;0,965;Uncertain;0,032;Good;0,065;Good
RF2530;12;2012-01-31;2021-09-30;117;0;2012-01-31;2021-09-30;117;0;;;;;0;0;;;;;;;;2;0;2;0;0;;;;;;;;;;;;;;;;;;;LS (3-2020);-19,722342;-6,7051;LS (5-2019);-10,820575;-3,7776;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;117;6;-401,613000418;-401,613000418;6248,680562121;815,226000836;815,989637199;831,799044445;4,181463382;7,469390252;7,308045304;0,428241;Normal with Mean = 0.0 and Stdev = 0.22645540682891915;-0,12121;0,5925;Normal with Mean = 3.0 and Stdev = 0.4529108136578383;4,508696;0,0009;12,658359;28,019236;Chi2 with 22 degrees of freedom ;29,758445;0,1245;1,146695;24,170334;26,617363;1,01179;0,073661;6,378258;0,484989;18,944317;(0,0,1)(1,0,0);1;0;0;1;1;0;0;;;;-0,615502;0,241299;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;x13;0,029995171;0,16837773;0,166272445;0;0,598810367;0,963455714;;;0,658207568;0,790422151;0,770769776;0,000000006;0;0,000000687;0,000000083;0,000000001;-t.--.At.--.A-.at;ProbablyNone;0,005282844;0,000000001;0,125136976;0,563635435;0,060358992;0,076753192;0,197569932;--.--.--.--.--.--;None;None;0,142150763;0,114871677;0,763936944;0,003814759;0,998305798;0,741683774;--.--.--.--.--.--;None;None;0,036404316;0,758762073;0,822447104;0,003471525;0,994082139;0,948704061;0,724036839;--.--.--.--.--.--;None;None;0,006694907;0,738787398;-0,386452427;0,0249021;0,145899222;0,032413586;0,163477053;0,084727444;0,115800595;5,533079091;15,136951337;4,228376069;3,077171912;8,400737388;5,444334185;7,128403651;7,562871381;4,221070379;4,116994792;4,192319915;7,793158382;5,809076838;2,040415917;3,363387298;23-Henderson;3x5;2,694391608;3;2,386235881;0,914687812;2,792510131;0,091350428;0,996362472;1,264712008;0,769181434;1,58843168;1,462001429;1,671284041;1,507060721;Good;0;Good;0,001;Good;Good;Bad;0,002;Good;0,175;Uncertain;0,086;Good;0,249;Good;0,017;Good;0,79;Good;0,771;Bad;1,671;Bad;1,507;;;;;;;Bad;0,003;Bad;0,003;Good;0,814;Good;0,792;Good;0,636;Good;0,297;Good;0,759;Good;0,146;Good;0,163;Uncertain
RF2540;12;2012-01-31;2021-09-30;117;0;2012-01-31;2021-09-30;117;0;;;;;0;0;;;;;;;;3;1;2;0;0;;;;;;;;;;;;;;;;;;;LS (6-2020);43,37093;6,4605;LS (4-2020);-32,94992;-4,9078;AO (7-2021);-32,466905;-3,9151;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;104;6;-376,379116889;-376,379116889;7108,776428409;764,758233778;765,624213159;780,624579173;4,447982541;8,473831631;8,26762478;0,829923;Normal with Mean = 0.0 and Stdev = 0.2401922307076307;-0,364939;0,1287;Normal with Mean = 3.0 and Stdev = 0.4803844614152614;3,586993;0,2217;3,677248;31,217071;Chi2 with 22 degrees of freedom ;22,789729;0,4137;1,44577;26,04109;19,164462;1,254819;0,469237;1,955916;1,1371;6,919858;(0,1,1)(0,1,1);0;0;1;1;0;1;1;;;;;-0,78652;;-0,885557;1;;;;;;;;;;;;;;;;;;;;;;;;;;x13;0,060097694;0,685212909;0,091726385;0;0,084809531;0,921846519;;;0,434187329;0,966341757;0,974506039;0;0;0,000000088;0;0;At.AT.AT.At.AT.a-;Present;0,367528593;0;0,486804037;0,485349964;0,550200085;0,443263278;0,515777651;--.--.--.--.--.--;None;None;0,663551764;0,485556215;0,5639403;0,953741496;0,99789526;0,493726442;--.a-.--.--.--.--;None;None;0,82440176;0,547602374;0,647387169;1;0,999913133;0,966553213;0,65177569;--.a-.--.--.--.--;None;None;0,188399178;0,719221035;-0,53979202;0,010927337;0,055157376;0,023134603;0,063013203;0,016815056;0,034769898;6,283236809;9,626028316;4,188227988;4,853298059;6,927018587;6,995482623;3,211506453;8,15931385;2,851798751;3,209582551;2,344739543;3,653513976;3,994304484;5,602953951;3,112314778;23-Henderson;3x5;0,674101616;0,382140014;1,679448067;0,371591924;2,919694775;0,075291195;0,261806625;0,460446742;0,350150957;0,556637362;0,50353392;0,782087151;0,83151882;Good;0;Good;0,002;Good;Bad;Good;0,159;Uncertain;0,092;Bad;0,003;Good;0,781;Good;0,026;Good;0,966;Good;0,975;Good;0,782;Good;0,832;;;;;;;Good;1;Good;1;Good;0,809;Good;0,535;Good;0,965;Good;0,942;Good;0,549;Good;0,055;Good;0,063;Good
RF2550;12;2012-01-31;2021-09-30;117;0;2012-01-31;2021-09-30;117;0;;Leap year;2,910301;1,223;7;1;td-derived;-3,17437;-4,2125;0;Easter [8];-4,003991;-2,6703;2;1;0;1;0;Monday;1,99206;2,6814;Tuesday;1,981895;2,566;Wednesday;-0,022249;-0,0297;Thursday;0,72245;0,9299;Friday;1,017602;1,3034;Saturday;-2,517389;-3,3344;TC (4-2020);-81,627642;-17,1045;AO (3-2020);-46,675476;-10,7458;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;104;16;-304,240437619;-304,240437619;1975,818255634;640,480875237;646,733748801;682,791129624;3,614211071;4,711709363;4,358698482;0,448735;Normal with Mean = 0.0 and Stdev = 0.2401922307076307;-0,007398;0,9754;Normal with Mean = 3.0 and Stdev = 0.4803844614152614;2,631635;0,4432;0,163614;22,775909;Chi2 with 19 degrees of freedom ;18,697627;0,4764;0,90881;19,475009;16,20255;0,788778;-0,469237;3,558487;0,607292;5,432102;(3,1,1)(0,1,1);0;3;1;1;0;1;1;-0,164413;0,092983;-0,209213;;-0,48916;;-0,660281;1;;;;;;;;;;;;;;;;;;;;;;;;;;x13;0,043157369;0,706718473;0,011538753;0,019031878;0,278278196;1,058724669;;;0,423277205;0,319487604;0,011724059;0;0;0,000000011;0;0;AT.AT.AT.AT.AT.AT;Present;0,540376984;0;0,635003992;0,634825632;0,543302032;0,34375007;0,661459463;at.a-.--.--.A-.--;None;None;0,485152526;0,644993753;0,992431697;1;0,999953442;0,98545425;-t.--.--.--.--.--;None;None;0,135647769;0,991464543;0,996594892;1;0,999999935;0,995792152;0,986394608;--.--.--.--.--.--;None;None;0,005431895;0,999210598;-0,247953464;0,816600433;0,662273133;0,920761984;0,964002421;0,946690492;0,939349494;3,518643806;3,441100517;4,680238175;9,256720107;6,941557064;5,122991253;4,080046575;4,331313036;3,612604525;3,952227856;3,770427961;11,118698739;2,709443135;2,098861497;9,009906304;13 terms Henderson moving average;3x5;0,139077256;0,142183233;0,846407257;0,057167988;0,519153386;0,27209527;0,113721072;0,234300448;0,134778913;0,25914141;0,229996245;0,2689493;0,284617016;Good;0;Good;0,003;Bad;Good;Good;0,921;Good;0,247;Good;0,326;Good;0,562;Good;0,017;Good;0,319;Uncertain;0,012;Good;0,269;Good;0,285;;;;;;;Good;1;Good;0,967;Good;0,985;Good;0,981;Good;0,392;Good;0,41;Good;0,881;Good;0,662;Good;0,964;Good
RF2561;12;2012-01-31;2021-09-30;117;0;2012-01-31;2021-09-30;117;0;;Leap year;2,352706;0,9039;7;0;td-derived;-3,275374;-3,7226;0,000000002;;;;3;1;2;0;0;Monday;2,108884;2,3703;Tuesday;1,988034;2,2115;Wednesday;-0,542529;-0,6159;Thursday;0,371138;0,4171;Friday;1,961974;2,1679;Saturday;-2,612126;-2,9797;LS (3-2020);-34,655585;-11,1681;AO (12-2012);28,354332;7,0366;LS (7-2020);20,341363;6,6509;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;104;13;-297,09755129;-297,09755129;1607,309059145;620,195102581;624,239547025;654,572184269;3,273817026;4,179802704;3,931271397;0,944254;Normal with Mean = 0.0 and Stdev = 0.2401922307076307;-0,33109;0,1681;Normal with Mean = 3.0 and Stdev = 0.4803844614152614;2,85338;0,7602;2,298575;30,297275;Chi2 with 22 degrees of freedom ;29,863056;0,1218;0,776076;26,423403;26,554285;0,656739;-0,234619;2,468088;0,792386;7,569975;(0,1,1)(0,1,1);0;0;1;1;0;1;1;;;;;-0,707318;;-0,828529;1;;;;;;;;;;;;;;;;;;;;;;;;;;x13;0,015221046;0,814266506;0,02292405;0,021732644;0,210118918;1,084263164;;;0,768317026;0,077359296;0,038464627;0;0;0,000000001;0;0;At.AT.AT.AT.AT.AT;Present;0,327915546;0;0,199731665;0,678386588;0,209911432;0,206549903;0,29470633;--.--.--.--.--.-t;None;None;0,075594738;0,186233884;0,661469505;1;0,976964779;0,85447077;-t.--.--.--.--.--;None;None;0,03199161;0,652515429;0,772827017;1;0,999939221;0,93116661;0,775994867;--.--.--.--.--.--;None;None;0,004126057;0,740597506;-0,450905734;0,993788571;0,972975946;0,996502977;0,981567549;0,964776217;0,990133935;5,538537738;6,319071959;4,729364713;8,283536913;6,331124616;2,713409666;7,533790788;2,422288382;5,275123914;7,069192539;2,280020755;5,702892157;4,672100113;4,532567148;8,462661918;13 terms Henderson moving average;3x5;0,067337944;0,061323315;1,126670525;0,028583994;1,303676925;0,291745885;0,132162983;0,157553214;0,114236856;0,187171393;0,166865596;0,357988303;0,394654762;Good;0;Good;0,004;Good;Good;Good;0,317;Good;0,111;Good;0,668;Uncertain;0,037;Good;0,026;Uncertain;0,077;Uncertain;0,038;Good;0,358;Good;0,395;;;;;;;Good;1;Good;1;Good;0,828;Good;0,886;Uncertain;0,078;Good;0,418;Good;0,371;Good;0,973;Good;0,982;Good
RF2562;12;2012-01-31;2021-09-30;117;0;2012-01-31;2021-09-30;117;0;;Leap year;-0,91811;-0,3499;7;0;td-derived;-2,768811;-3,2053;0;;;;2;0;2;0;0;Monday;1,779658;2,0647;Tuesday;1,393059;1,6244;Wednesday;-0,590256;-0,6936;Thursday;1,797619;2,068;Friday;1,302182;1,4676;Saturday;-2,91345;-3,3974;LS (3-2020);-34,638771;-9,956;LS (8-2020);18,171195;5,3298;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;104;12;-299,167995711;-299,167995711;1471,575224454;622,335991421;625,76456285;654,068682211;3,140931441;3,97786243;3,761616909;1,378095;Normal with Mean = 0.0 and Stdev = 0.2401922307076307;-0,210134;0,3817;Normal with Mean = 3.0 and Stdev = 0.4803844614152614;2,961344;0,9359;0,880314;15,791398;Chi2 with 22 degrees of freedom ;22,057792;0,4564;2,924435;13,594327;19,146539;2,538189;0;0,921879;-0,501157;4,21078;(0,1,1)(0,1,1);0;0;1;1;0;1;1;;;;;-0,59948;;-0,999706;1;;;;;;;;;;;;;;;;;;;;;;;;;;x13;0,036821939;0,590507826;0,023073081;0,026411769;0,265705743;0,942520357;;;0,339832005;0,285337436;0,117913441;0;0;0;0;0;At.AT.AT.AT.AT.AT;Present;0,733523474;0;0,744953423;0,231721903;0,535802906;0,572316731;0,792772804;--.--.--.a-.--.--;None;None;0,085631456;0,731657633;0,763330476;1;0,995295912;0,934854898;--.--.--.--.--.--;None;None;0,385995795;0,753805026;0,864605267;1;0,999795393;0,978272117;0,865113925;--.--.--.--.--.--;None;None;0,245606157;0,771886903;-0,360864479;0,956402799;0,961785863;0,999954722;0,988298808;0,989037918;0,994415326;4,640309154;5,140089941;4,257255514;3,97669957;4,646835407;5,245800049;4,636945976;4,264558787;2,787994758;5,15443233;4,793878968;4,169819058;3,80298094;5,719591326;3,705794451;13 terms Henderson moving average;3x5;0,299000711;0,144098144;1,071937649;0,028583994;1,340505633;0,102902206;0,14447837;0,25733941;0,159168298;0,28100158;0,24772313;0,389287826;0,419592169;Good;0;Good;0,002;Bad;Good;Good;0,644;Good;0,826;Good;0,371;Good;0,207;Good;0,017;Good;0,285;Good;0,118;Good;0,389;Good;0,42;;;;;;;Good;1;Good;1;Good;0,926;Good;0,917;Good;0,404;Good;0,541;Good;0,754;Good;0,962;Good;0,988;Good
RF2571;12;2012-01-31;2021-09-30;117;0;2012-01-31;2021-09-30;117;0;;;;;0;0;;;;;;;;3;2;1;0;0;;;;;;;;;;;;;;;;;;;AO (4-2020);-38,304664;-5,0675;LS (11-2019);-16,63428;-6,037;AO (12-2017);-33,038299;-4,216;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;105;8;-376,560244689;-376,560244689;5907,248804839;769,120489378;770,620489378;790,352172179;4,34023916;7,763893935;7,500634135;0,622636;Normal with Mean = 0.0 and Stdev = 0.23904572186687872;-0,179698;0,4522;Normal with Mean = 3.0 and Stdev = 0.47809144373375745;3,02978;0,9503;0,798514;28,074554;Chi2 with 21 degrees of freedom ;12,546806;0,9237;1,934174;24,289899;10,916275;0;1,011742;1,497965;-0,249545;4,619076;(1,0,1)(0,1,1);1;1;0;1;0;1;1;0,820779;;;;1;;-0,999999;1;;;;;;;;;;;;;;;;;;;;;;;;;;x13;0,043995533;0,59433223;0,129697583;0;0,239417505;1,007442851;;;0,528585751;0,944545225;0,143110731;0;0;0,000005116;0;0;At.AT.AT.At.at.at;Present;0,003427224;0;0,490131223;1;0,474798677;0,581135399;0,587883649;--.--.--.--.--.--;None;None;0,053766606;0,496833479;0,909735265;1;0,99997608;0,866823269;--.--.--.--.--.--;None;None;0,263614931;0,904331778;0,951290682;1;0,999951303;0,969666337;0,860796364;--.--.--.--.--.--;None;None;0,010255305;0,845755368;-0,486403768;0,226658769;0,152655819;0,322987539;0,159686577;0,395409726;0,233913346;5,236930155;9,225701002;5,578806239;5,051245472;4,715776944;8,771564366;2,766856682;5,638924588;6,309154507;7,792998891;4,0642295;7,461119506;3,920327975;8,273333564;6,181514519;23-Henderson;3x5;1,023662441;0,873371251;1,466500432;0,457343906;3;0,631522495;0,470380653;0,49943396;0,290025385;0,562775432;0,504670721;0,957455405;0,967847828;Good;0;Good;0,002;Severe;Good;Good;0,671;Good;0,138;Good;0,346;Good;0,188;Good;0,026;Good;0,945;Good;0,143;Good;0,957;Good;0,968;;;;;;;Good;1;Good;1;Good;0,823;Good;0,859;Good;0,503;Good;0,934;Good;0,828;Good;0,153;Good;0,16;Severe
